Month,Tweet
Dec,Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping https://t.co/q1XJoEkUOC
Dec,Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping https://t.co/RiVlB9dTXv
Dec,Justice Dept hit Princess Cruise Lines w/a $40M criminal penalty for illegally dumping oil-contaminated sludge https://t.co/kjEv5pgWkz
Dec,Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping https://t.co/JtjxlgGeka
Dec,Princess Cruise Line https://t.co/SX1AJyWXcJ
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT https://t.co/F4TND9Xb1F https://t.co/rqvZbTAsem"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/9dDnwsN4tR"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT https://t.co/hUMZIfOMqy #sandiego #ceo"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/OKlSjWW7ZS"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT https://t.co/7UfuSPxAFm"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/MKqTt9qXjn"
Dec,RT @palafo: Big fine for the Princess Cruise Lines  criminal pollution of the sea https://t.co/28kQ6PvGJc
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/u42a6Cbtw9"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" via @NYT The New York Times https://t.co/p11OqC6iTX #businessnews #bus…"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT https://t.co/f2KfAwYR59"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/65Js7sRaRa"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT https://t.co/CglJ1otAJm"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT … https://t.co/qv2VrFx2O2"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT … https://t.co/C8AAFKMsSt"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/zTEdOo3SRo"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT The New York Times https://t.co/X7KZC9WGSQ"
Dec,"""Princess Cruise Lines to Pay $40 Million Fine for Illegal Dumping"" by KATIE ROGERS via NYT … https://t.co/ZlUhY2Urj0"
Dec,Carnival\'s Princess Cruise Line to pay 0 million fine for polluting https://t.co/8W1YCi2x6Z
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/zyunMoOrUD
Dec,Princess Cruise crew members illegally dumped waste into the ocean then lied about it. https://t.co/cdk5VYYvwn https://t.co/eeLYMPTmjW
Dec,Boycott Carnival / Princess Cruise ships. It is not enough to fine intentional… https://t.co/g9ucwbWmYd https://t.co/Kdtvb5yZt5
Dec,RT @ABC: Princess Cruise Lines to pay $40M penalty after pleading guilty to federal charges in illegal ocean pollution case.…
Dec,RT https://t.co/x2XeCZQvNb Government slaps #Carnival with $40M #pollution fine. #Princess #cruise Via @MiamiHera… https://t.co/m0YZigoPSz
Dec,Boycott Carnival / Princess Cruise ships. It is not enough to fine intentional environmental criminals. https://t.co/5yjVIXs9sk
Dec,Carnival's Princess Cruise Line to pay $40 million fine for polluting https://t.co/K5uCXvIOEr
Dec,RT @anthonyrbaxter: BBC News - Princess Cruise Lines fined $40m for waste dumping https://t.co/INJ9WDpdxs @PrincessCruises = #scumbags #cruiseholidays
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/tDikyD3phf https://t.co/CjMzVvLKRT
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/AKYmmWH5zp https://t.co/lvbXsLjSFH
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/qVdeOms3MT https://t.co/Bev1Md51mI
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/OUkKnuaSCk https://t.co/8UwYy9bsxZ
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/YawRRf6oIF https://t.co/RpHlenXREP
Dec,Princess Cruise Lines to Pay $40 Million for 'Magic Pipe' Pollution Device https://t.co/WPYedchb4u https://t.co/2akMOit6RG
Dec,Princess Cruise Lines fined record $40m for waste dumping https://t.co/iXKlWq4fbd
Dec,RT @TheStreet: Breaking News -- Carnival's Princess Cruise Lines fined record $40 Million for polluting the ocean:… https://t.co/2xE7mOoRS5
Dec,Breaking News -- Carnival's Princess Cruise Lines fined record $40 Million for polluting the ocean: https://t.co/NDsSZ7CeCK $CCL https://t.co/ADgkswN2fG
Dec,WOW! Carnival's princess cruise hit with record fines over pollution https://t.co/UnO845YWhV via @TheStreet
Dec,[NEWS RELEASE] Princess Cruise Lines pleads guilty to dumping #oil  covering its tracks https://t.co/oBWJHvt0W7 https://t.co/UJ6ipXnP3k
Dec,Princess Cruise Lines fined $40m for waste dumping. Give that whistle blower $$$ https://t.co/se3vwZ1sB8 #princesscruises https://t.co/0lJx88kokA
Dec,Princess Cruise Lines fined record $40m for waste dumping https://t.co/SqcLESi6V2
Dec,Carnival Corp's Princess Cruise Lines will plead guilty to 7 felony charges for polluting the seas & a record $40 Million criminal penalty
Dec,Princess Cruise to pay $40 million penalty https://t.co/Spkz0iRBPH https://t.co/9vOCaD0FGa
Dec,Carnival’s Princess Cruise Lines Agrees to Fine  Will Plead Guilty to Pollution Charges https://t.co/ztU6z4SW6L https://t.co/PX98qa6Xsw
Dec,Princess Cruise Lines fined record $40m for waste dumping via /r/worldnews https://t.co/gsp0jufMZT
Dec,Princess Cruise Lines fined record $40m for waste dumping via /r/worldnews https://t.co/32Zq3YLnQK https://t.co/At89ugWjed
Dec,Carnival's Princess Cruise Line paying $40M fine for sea waste https://t.co/5pwAaSDOj3 https://t.co/0bnkdVQCKx
Dec,Princess Cruise Lines to Pay Penalty for Deliberate Vessel Pollution https://t.co/YnC8XrWyWf #Princess #Cruise #Pollution #environment https://t.co/zEVQC4MSVo
Dec,Princess Cruise Lines fined record $40m for waste dumping via /r/worldnews https://t.co/5POtBmEldL https://t.co/EYpKQnCa20
Dec,BBC News - Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/bFt7SWRA8Y
Dec,Princess Cruise Lines will pay a record $40 million fine for illegally dumping contaminated waste & oil at American ports.
Dec,Shame on princess cruise line for polluting our oceans and then blaming the crew!!!
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution #STL https://t.co/SmchQ7HmdM
Dec,Port Tampa Bay gets bigger commitment from Carnival. Princess Cruise Lines has ...https://t.co/DmfhDryZ52
Dec,Princess Cruise Lines to pay record $40 million fine for illegally dumping contaminated waste and oil from a ship. https://t.co/a4mO2EcX9z
Dec,Princess Cruise Lines To Pay Largest-Ever Criminal Penalty For Deliberate Vessel Pollution https://t.co/5MK0Rkbb4G
Dec,RT @SallyMacFox26: Feds send strong message to entire cruise industry. Princess Cruise Lines hit w/record $40M fine for pollution and cover up. @Fox26Houston
Dec,Princess Cruise Lines fined record $40m for waste dumping https://t.co/iVvVDKh1ra https://t.co/Mh83U4AakM
Dec,RT @NYDailyNews: CRUISE BUST: Carnival's Princess Cruise Lines to pay record $40M penalty for deliberate pollution  cover-up…
Dec,Princess cruise company to pay record $40M for pollution cover-up https://t.co/B14f80mqso
Dec,Feds send strong message to entire cruise industry. Princess Cruise Lines hit w/record $40M fine for pollution and cover up. @Fox26Houston
Dec,Princess Cruise Lines fined record $40m for waste dumping https://t.co/gKwvTK7Len https://t.co/TBO2mXJ5qu
Dec,Princess Cruise to pay $40 million penalty https://t.co/zMJktTY134
Dec,Princess Cruise to pay $40 million penalty https://t.co/vWCn6IpkvV
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution https://t.co/YGC5ZQbqkG #StLouis
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution: Princess Cruise Lines must pay a $40… https://t.co/7Fmv38rs2G
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution: Princess Cruise Lines must pay a $40… https://t.co/BmbZnT60Wi
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution https://t.co/K88PLIWE3W
Dec,Carnival's Princess cruise line to pay $40 million penalty for pollution https://t.co/unGYiXDrST
Dec,RT @wsvn: Princess Cruise Line to pay $40M fine for ocean pollution https://t.co/7ILwRQMwDr
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off - https://t.co/LZKn09C0w9
Dec,Princess cruise company to pay record $40M for pollution cover-up https://t.co/MuZswcsthz https://t.co/OaJEnXaDxn
Dec,In the news: Princess cruise company to pay record $40M for pollution cover-up https://t.co/T6rRrmIilI
Dec,Princess cruise company to pay record $40M for pollution cover-up - https://t.co/F0jmbI8a1U...
Dec,Princess Cruise Lines to pay $40M for intentionally polluting British waters https://t.co/clfTO4p72y
Dec,RT @reedmaniac: Never ever go on a Princess Cruise  they are garbage. https://t.co/ZJVw0Ljnzr
Dec,RT @YaleE360: Carnival Princess cruise line to pay record $40 million for pollution cover-up. https://t.co/GNULxZhvks via @Reuters
Dec,RT @stevieboyh: Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/fEyXbuPHgy
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for pollu... https://t.co/qyC5CIWgy3 via @AskAdella https://t.co/e9ssUpPghD
Dec,#XRIM #MONEY : WSJ : Princess Cruise Lines will plead guilty to 7 criminal charges for pol… https://t.co/Q7PpQmy9QE) https://t.co/cNMMuRzi7N
Dec,WSJ: Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it … https://t.co/SenXxO8Nuj
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it up. https://t.co/x5rofveZwW
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it up. https://t.co/lDnFFxmGAC #…
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it up. https://t.co/2Dpc3W2Pe5
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it up. https://t.co/kR2ZylpuIB
Dec,WSJ: Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it … https://t.co/N1DepA5e1X
Dec,Princess Cruise Lines will plead guilty to 7 criminal charges for polluting the seas and efforts to cover it up. https://t.co/GlC3YpsJkl
Dec,RT @ANJECtweets: Princess Cruise Lines has agreed to plead guilty to illegal dumping of oil from one of its cruise ships and will... https://t.co/daWCaM18ow
Dec,Magic Pipe: Carnival's Princess Pays $40M Fine for Sea Waste: MIAMI (AP) – Princess Cruise Lines will pay a $40… https://t.co/56iNd5Y33P
Dec,RT @NBCDFW: Princess Cruise Lines will pay a $40 million penalty after pleading guilty in an illegal ocean pollution case: https://t.co/ExMsUuc2CD
Dec,Carnival’s Princess to pay $40 million fine for sea waste: Princess Cruise Lines will pay a $40 million penalty… https://t.co/6el6vzGrbu
Dec,Princess Cruise Lines to pay $40M for intentionally polluting British waters https://t.co/BQJXVlQKbK https://t.co/Ukqc8lKQ6O
Dec,@ABC Didn't know Trump owned princess cruise lines  learn something new every day.
Dec,Princess Cruise Lines to pay $40M penalty after pleading guilty to federal charges in illegal ocean pollution case… https://t.co/xLAs77jtqQ
Dec,Princess Cruise Lines to pay $40M penalty after pleading guilty to federal charges in illegal ocean pollution case. https://t.co/3wvtbL5Zcy https://t.co/PLL9jL4OfE
Dec,@BKGNewscom | Breaking News - Princess Cruise Lines fined $40m for waste ... - https://t.co/RWOjU71DRW ... https://t.co/rnVr7ogoor
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/YIdt0tGpad
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/9SzBGtS60Z
Dec,Pittsburgh (PA) Tribune-Review: Carnivals Princess Cruise Lines fined $40M for sea waste . More #Cruise #news - https://t.co/Ch4TnzJC20
Dec,BBC News - Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/ztYTrolT3H please find a better vacation
Dec,RT @BreatheLove75: Caribbean Princess cruise ship used 'magic pipe' to dump dirty water https://t.co/0GrRaWp1EX
Dec,Carnival’s Princess Cruise Lines to pay $40 million fine  plead guilty to pollution charges https://t.co/3TbuCBVDOx via @WSJ
Dec,Carnival’s Princess Cruise Lines fined $40M for sea waste: MIAMI — Princess Cruise Lines will pay a $40 million… https://t.co/6Sec2ZPTzi
Dec,Princess Cruise Lines Fined $40 million For Dumping Oily Waste Into Our Ocean Since 2005. https://t.co/MGCxMiOk47
Dec,Princess Cruise Lines Fined $40 million For Dumping Oily Waste Into Our Ocean Since 2005. https://t.co/2XkvrypUal
Dec,Why aren't employees prosecuted at Wells Fargo & Princess Cruise Lines??? https://t.co/gQq0mtC3bE
Dec,"Princess Cruise Ships use ""Magic Pipe"" to pollute the ocean! Agrees to $40 million fine. #coverup #Whistleblower https://t.co/TkvslUfkOE"
Dec,RT @siadvance: Feds nabs popular Princess Cruise Lines for oil pollution cover- up https://t.co/R6AlUtki2x
Dec,Carnivals #Princess Cruise Lines fined $40M for sea waste - Dec 1 @ 10:10 PM ET https://t.co/tpCZtoXbkz
Dec,❌•Business Ethics Fail•❌ Carnival Corp's Princess Cruise Lines to pay record $40mil for felony pollution cover-up https://t.co/65vee9poV8
Dec,$CCL  $CUK - Princess Cruise Lines to Pay $40M  the Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/c67O2Tr4Lg
Dec,#Forex: Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/JUu4h1gU2D
Dec,RT @jamesgreid: Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/3GBDj5TsS4
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/rG3E4chuZF
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/7spRuPBjRc https://t.co/5OaB7GsqOz
Dec,#XRIM #MONEY : BBCBusiness : Princess Cruise Lines fined $40m for waste dumping after UK t… https://t.co/KaZQSLcpEL) https://t.co/buMpx9AhTL
Dec,RT @BBCBusiness: Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/hO5GQnpp3g
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off
Dec,"""Magic pipe"" alive & well for years on Caribbean Princess #cruise ship https://t.co/B4rAUJ8GQ7 #pollution / fraud & deceit on high seas?"
Dec,#Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution. Read more: https://t.co/Qcb4zlIW23
Dec,#Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution. Read more: https://t.co/fufKUAWOCx
Dec,Princess Cruise Lines pays largest-ever criminal penalty4 deliberate vessel pollution.Florida Trend https://t.co/2sGmoJ6zMj SHAME  Princess!
Dec,Princess Cruise Lines to pay record $40M criminal fine for deliberate ocean pollution: https://t.co/KI96EuqcAi #DOJ @CarnivalCruise @USDOJ
Dec,#News #BreakingNews Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Pollution #U.S. https://t.co/18SNuIOts7
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Pollution - https://t.co/W9TsIU7VxZ
Dec,▶ @Breaking911: Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Pollution https://t.co/90wbwLRJWx
Dec,Medical Waste Mgt Florida: Princess Cruise Lines Ordered to Pay $40M for Illegally Dumping Waste into the Ocean: https://t.co/00GxplsYAR
Dec,Princess Cruise Lines pleads guilty in harming the environment resulting in 40M fine and 2% stock plunge https://t.co/51r8APyeTX #business https://t.co/72SmfQcXDd
Dec,Princess Cruise Lines pleads guilty in harming the environment resulting in 40M fine and 2% stock plunge https://t.co/51r8APyeTX https://t.co/I9cDOCY43J
Dec,ILoveBernie1: Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Pollution - … https://t.co/ALW1cG2f6P
Dec,Finance News: Cruise Operator Fined $40M in Pollution Case - Crew members on a Princess Cruise Lines ship illeg... https://t.co/rryKqfb8sj
Dec,Finance News: Cruise Operator Fined $40M in Pollution Case - Crew members on a Princess Cruise Lines ship illeg... https://t.co/dzZZ2rKgJX
Dec,Cruise Operator Fined $40M in Pollution Case - Crew members on a Princess Cruise Lines ship illegally dumped wa... https://t.co/brZ2XSEwCy
Dec,Carnival’s Princess Cruise Will Plead Guilty to Pollution Charges #BanCarnivalCruiseLines #OceanPolluters https://t.co/ADGvLIedVR
Dec,Well Princess Cruise Lines will never get my business. Unacceptable.
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off #boycottprincesscruiseline https://t.co/opw6VWiOVD
Dec,RT @FRANCE24: Princess Cruise Lines to pay $40 mn fine for pollution https://t.co/xfeJhRoZ0u https://t.co/NLTFGcv4gO
Dec,RT @foe_us: [NEWS RELEASE] Princess Cruise Lines pleads guilty to dumping oil  covering its tracks https://t.co/fJfuVQuA7c
Dec,Princess Cruise Ships  more like Princess Ooze Ships  amirite? #standupjournalism https://t.co/QUbOQjdiSg
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean https://t.co/UAP5UghSs5 | @cbsmiami
Dec,Princess Cruise Lines Ltd. to pay $40 million in pollution fines | https://t.co/VZvOUHGid9 @JoelDRussell
Dec,Princess Cruise Lines pleads guilty to felony pollution https://t.co/aX4kuigpoN via @mhuffman435
Dec,Princess Cruise Lines will pay a $40 million fine for “deliberate pollution of the seas and intentional acts to... https://t.co/JKsyuCBTl9
Dec,"Princess Cruise Line @CarnivalCruise pays $40 million for ""magic pipe"" disposing illegal waste into sea - https://t.co/IwcyKBT9Na https://t.co/a4fT6DsozA"
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/w2ro0WWiKX #bdcnews
Dec,Princess Cruise Lines fined for ‘deliberate pollution’ of ocean https://t.co/mpDIlAXnX7
Dec,Princess Cruise Lines to pay $40 mn fine for pollution https://t.co/haTLNaMthA #science https://t.co/xXgsVz1pgJ
Dec,Princess Cruise Lines fined for 'deliberate pollution' of ocean https://t.co/glzYZlj2g4 https://t.co/uxIlvJEiWp
Dec,Carnival’s Princess Cruise Lines Agrees to Fine  Will Plead Guilty to Pollution Charges - WSJ https://t.co/0gCCBW8ksx
Dec,Princess Cruise Lines has agreed to plead guilty to seven felony charges and pay a $40 million penalty for... https://t.co/YXQu5Oyrla
Dec,Princess Cruise Line to pay $40M fine for ocean pollution https://t.co/7ILwRQMwDr
Dec,Caribbean Princess cruise ship used 'magic pipe' to dump dirty water https://t.co/U6oM5Rmzvz https://t.co/YGD9RPdBsE
Dec,Caribbean Princess cruise ship used 'magic pipe' to dump dirty water https://t.co/LH23zNLEjA https://t.co/A1ZVqxtDa5
Dec,Princess Cruises to pay $40M criminal fine for ocean pollution: Princess Cruise Lines has agreed to plead guilty to… https://t.co/g292wsMfmk
Dec,RT @SeaLaw: Carnival’s Princess Cruise Lines to pay $40 million fine  plead guilty to pollution charges https://t.co/wj5l6qCq9N via @WSJ
Dec,RT @FuturePowerGen: Princess Cruises to pay record-breaking criminal fine for ocean pollution: Princess Cruise Lines has agreed to… https://t.co/qzfSMY3Bct #FPG
Dec,U-T business ♦ Princess Cruise Lines has agreed to plead guilty and pay a $40-million fine for dumping illegal… https://t.co/G2k3r6nYSN
Dec,Princess Cruise Lines has agreed to pay a record $40M settlement to end oil pollution charges https://t.co/Xux61s2tZt
Dec,Princess Cruise Lines to pay pollution penalty https://t.co/83LwqEukpT
Dec,Princess Cruise Lines to pay pollution penalty https://t.co/Z60aFYttdx
Dec,Caribbean Princess cruise ship used 'magic pipe' to dump dirty water https://t.co/7d8DOxudJr
Dec,Carnival's Princess Cruise Lines agrees to pay fine of $40 million  plead guilty to pollution charges https://t.co/IL0QVFtqPT
Dec,RT @EENewsUpdates: Greenwire: Princess Cruise to pay $40M for 'magic pipe' felonies (aka dumping oily waste into #ocean) by @apeterka https://t.co/8s3YTw51Xs
Dec,Princess Cruise Lines has agreed to plead guilty to illegal dumping of oil from one of its cruise ships and will... https://t.co/daWCaM18ow
Dec,Greenwire: Princess Cruise to pay $40M for 'magic pipe' felonies (aka dumping oily waste into #ocean) by @apeterka https://t.co/8s3YTw51Xs
Dec,Carnival Princess cruise line to pay record $40 million for pollution cover-up. https://t.co/GNULxZhvks via @Reuters
Dec,"RT @apeterka: Princess Cruise ship used a ""magic pipe"" to illegally dump waste into the ocean https://t.co/6Px10l9Xkc ($)"
Dec,[NEWS RELEASE] Princess Cruise Lines pleads guilty to dumping oil  covering its tracks https://t.co/fJfuVQuA7c
Dec,Magic pipe: Carnival’s Princess pays $40M fine for sea waste: Princess Cruise Lines will pay a $40 million penalty… https://t.co/FjAdP4T1Do
Dec,Carnival's Princess to pay $40M fine in pollution case  authorities say: Princess Cruise Lines will pay a $40… https://t.co/kPE6qTtt5A
Dec,Princess Cruise Lines to pay $40 mn fine for pollution https://t.co/8iIa9JTNw0 #education
Dec,https://t.co/PjQhYqOuNx: Princess Cruise Lines to pay $40 mn fine for pollution #phys.org #Physics https://t.co/s08Dxo7Dwx
Dec,Princess Cruise Lines to pay $40 mn fine for pollution https://t.co/7FJ59pwsG4 @TechText #TechText
Dec,"Carnival's #Princess Cruise Line to Pay ""Largest-Ever"" Fine for Intentional Dumping. Read more: https://t.co/JAYZPWqg5J"
Dec,#Princess Cruise Lines to pay $40M for intentionally polluting British waters. Read more: https://t.co/WKER6NlRDG
Dec,#Princess Cruise Lines to pay $40M for intentionally polluting British waters. Read more: https://t.co/jSAYlhCRgq
Dec,The Wall Street Journal: Carnival's #Princess Cruise Lines to plead guilty to pollution charges... Read more: https://t.co/1014CA1OMh
Dec,The Wall Street Journal: Carnival's #Princess Cruise Lines to plead guilty to pollution charges... Read more: https://t.co/YWTLpd0vef
Dec,Princess Cruise Lines to pay $40M for intentionally polluting British waters https://t.co/NANpR2Dhwx
Dec,Princess Cruise Lines to pay $40M for intentionally polluting British waters https://t.co/7klNjh3k2k
Dec,"Carnival's #Princess Cruise Line to Pay ""Largest-Ever"" Fine for Intentional Dumping. Read more: https://t.co/byqatM7iHJ"
Dec,Princess Cruise Lines To Pay $40M For Deliberate Oil Pollution https://t.co/7Ht41BT8ax
Dec,RT @DSladeNews: Carnival's Princess Cruise Lines to pay $40m penalty after pleading guilty in federal ocean pollution case. @usnews https://t.co/TfuPvafUjb
Dec,Carnival's Princess Cruise Lines to pay $40m penalty after pleading guilty in federal ocean pollution case. @usnews https://t.co/TfuPvafUjb
Dec,"RT @apeterka: Princess Cruise ship used a ""magic pipe"" to illegally dump waste into the ocean https://t.co/Xsa2dAsPMO ($)"
Dec,"Princess Cruise ship used a ""magic pipe"" to illegally dump waste into the ocean https://t.co/Xsa2dAsPMO ($)"
Dec,Carnival's Princess Cruise Lines agrees to pay fine of $40 million  plead guilty to pollution charges - Wall Street Journal
Dec,Ocean Sciences Article of the Day - Carnival Princess Cruise Lines Will Plead Guilty to Pollution Charges (WSJ) https://t.co/yk1TZppUhs
Dec,Never ever go on a Princess Cruise  they are garbage. https://t.co/ZJVw0Ljnzr
Dec,Princess Cruise Lines Ordered to Pay $40 Million For Deliberate Vessel Pollution https://t.co/B1ZhiEtA0d https://t.co/SKGBAPt0Ga
Dec,Princess Cruise Lines Ordered to Pay $40 Million For Deliberate Vessel Pollution https://t.co/aWLnUvshct https://t.co/3J14PINaQL
Dec,Princess Cruise Lines Ordered to Pay $40 Million For Deliberate Vessel Pollution https://t.co/at0lMgWnzC https://t.co/D4unXKwlB6
Dec,I knew why I didn't like Princess Cruise Lines...this cements it! https://t.co/XhSxywRbKV
Dec,Princess Cruise Lines to pay $40M for intentionally polluting British waters https://t.co/gWXIqMCyVY
Dec,Princess cruise lines guilty of discharging oil n waste into oceans for over a decade to save money
Dec,Shame on Princess Cruise Lines https://t.co/b3YpLwElQO
Dec,Feds nabs popular Princess Cruise Lines for oil pollution cover- up https://t.co/p28eyBPOCA
Dec,Feds nabs popular Princess Cruise Lines for oil pollution cover- up https://t.co/8E9MdIb7Y4
Dec,Feds nabs popular #Princess Cruise Lines for oil pollution cover- up - Dec 1 @ 1:58 PM ET https://t.co/etJJnNyQeH
Dec,Princess Cruise -largest-ever criminal prosecution involving intentional pollution https://t.co/IPwtK9KRbF $40 million -TY #DeptJustice https://t.co/M2dJodlZuS
Dec,Princess Cruise Lines Slapped With $40M Pollution Fine https://t.co/GbRdsuTnDn https://t.co/gUMIssxeBA
Dec,Carnival’s Princess line to pay $40M fine in pollution case: MIAMI — Princess Cruise Lines has agreed to pay a $40… https://t.co/6seRwDohyI https://t.co/j0QHfNPMzr
Dec,Feds nabs popular Princess Cruise Lines for oil pollution cover- up https://t.co/R6AlUtki2x
Dec,UPI Latest News: Princess Cruise Lines to pay $40M for intentionally polluting British waters #UPI #Latest #News https://t.co/r0ms4jNrBG
Dec,Feds nabs popular Princess Cruise Lines for oil pollution cover- up: Princess Cruise Lines will plead guilty to… https://t.co/s1W4nVV34Q
Dec,Princess Cruise Lines To Pay $40M For Deliberate Oil Pollution https://t.co/VVJc8vJcVb
Dec,Magic pipe: Carnival's Princess pays $40M fine for sea waste: Princess Cruise Lines will pay a $40 million penalty… https://t.co/lHgk73M8Ni
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/NJRX4pUSKP
Dec,Princess Cruise Lines To Pay $40 million Criminal Penalty For Deliberate Marine Pollution https://t.co/gKwvTK7Len https://t.co/VD9PZdEyUx
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean https://t.co/CgpevQJSIW
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/dKL88Jmx9v https://t.co/4K73UgaVU9
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/g91cwzL3LK
Dec,Princess Cruise Lines fined 0m for waste dumping after UK tip-off https://t.co/EWlWy1rvIe
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean https://t.co/Tdv0uOJi9l
Dec,NYDailyNews: CRUISE BUST: Carnival's Princess Cruise Lines to pay record $40M penalty for deliberate pollution  co… https://t.co/RC2rGFiTwN
Dec,Princess Cruise Lines Agrees to $40M Pollution Penalty https://t.co/6O1Qus2WC1 via @dbreview
Dec,Princess Cruises to pay $40-million fine for dumping oily waste and lying about it: Princess Cruise Lines has… https://t.co/Q013j4R5xA
Dec,Princess Cruise Lines has agreed to plead guilty and pay a $40-million fine for dumping illegal waste off the coas… https://t.co/7PlHWdgUzk
Dec,"Headline: ""Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean."" As predicted by #GUNT (Grand Unified Negativity Theory)."
Dec,CRUISE BUST: Carnival's Princess Cruise Lines to pay record $40M penalty for deliberate pollution  cover-up https://t.co/1p5IPf5sk0 https://t.co/1GjVLUnRvo
